cv_1_pred_quantified_toxicity,quantified_toxicity,smiles,Formulation,Helper_lipid_ID,Comment,mRNA/Cells,Lipid_name,Experiment_ID,Cargo_type,Model_type,Experiment_weight,quantified_delivery,unnormalized_delivery,Cationic_Lipid_Mol_Ratio,Cationic_Lipid_to_mRNA_weight_ratio,mRNA/cells,toxicity_class,delivery_class,unnormalized_toxicity,Prediction_split_name
0.9720865,1.0,CCCCCCC(=O)Oc1cc(CNCCN(C)CCN)cc(OC(=O)CCCCCC)c1,Lxue,DOPE,Tox,1.0986122886681098,1-a2-6,Xue_CAD_LNP,mRNA,HeLa,1.0,,,,,,0.0,,1.0,Xue_CAD_LNP
0.9716049,1.0,CCCCC(C)C(=O)Oc1cc(CNCCN(C)CCN)cc(OC(=O)C(C)CCCC)c1,Lxue,DOPE,Tox,1.0986122886681098,1-a2-6b,Xue_CAD_LNP,mRNA,HeLa,1.0,,,,,,0.0,,1.0,Xue_CAD_LNP
0.97785676,1.0,CCCCCCCC(=O)Oc1cc(CNCCN(C)CCN)cc(OC(=O)CCCCCCC)c1,Lxue,DOPE,Tox,1.0986122886681098,1-a2-7,Xue_CAD_LNP,mRNA,HeLa,1.0,,,,,,0.0,,1.0,Xue_CAD_LNP
0.9765483,0.98503,CCCCCC(C)C(=O)Oc1cc(CNCCN(C)CCN)cc(OC(=O)C(C)CCCCC)c1,Lxue,DOPE,Tox,1.0986122886681098,1-a2-7b,Xue_CAD_LNP,mRNA,HeLa,1.0,,,,,,0.0,,0.98503,Xue_CAD_LNP
0.9781496,1.0,CCCCC(CC)C(=O)Oc1cc(CNCCN(C)CCN)cc(OC(=O)C(CC)CCCC)c1,Lxue,DOPE,Tox,1.0986122886681098,1-a2-7b2,Xue_CAD_LNP,mRNA,HeLa,1.0,,,,,,0.0,,1.0,Xue_CAD_LNP
0.9796096,1.0,CCCCCCCCC(=O)Oc1cc(CNCCN(C)CCN)cc(OC(=O)CCCCCCCC)c1,Lxue,DOPE,Tox,1.0986122886681098,1-a2-8,Xue_CAD_LNP,mRNA,HeLa,1.0,,,,,,0.0,,1.0,Xue_CAD_LNP
0.9824973,1.0,CCCCCCCCCC(=O)Oc1cc(CNCCN(C)CCN)cc(OC(=O)CCCCCCCCC)c1,Lxue,DOPE,Tox,1.0986122886681098,1-a2-9,Xue_CAD_LNP,mRNA,HeLa,1.0,,,,,,0.0,,1.0,Xue_CAD_LNP
0.97682935,1.0,CCCCC(CC)CCC(=O)Oc1cc(CNCCN(C)CCN)cc(OC(=O)CCC(CC)CCCC)c1,Lxue,DOPE,Tox,1.0986122886681098,1-a2-9b2,Xue_CAD_LNP,mRNA,HeLa,1.0,,,,,,0.0,,1.0,Xue_CAD_LNP
0.9653406,1.0,CCCCC(C)C(=O)Oc1cc(OC(=O)C(C)CCCC)c(CNCCN(C)CCN)c(OC(=O)C(C)CCCC)c1,Lxue,DOPE,Tox,1.0986122886681098,1-a3-6b,Xue_CAD_LNP,mRNA,HeLa,1.0,,,,,,0.0,,1.0,Xue_CAD_LNP
0.9621662,1.0,CCCCCC(C)C(=O)Oc1cc(OC(=O)C(C)CCCCC)c(CNCCN(C)CCN)c(OC(=O)C(C)CCCCC)c1,Lxue,DOPE,Tox,1.0986122886681098,1-a3-7b,Xue_CAD_LNP,mRNA,HeLa,1.0,,,,,,0.0,,1.0,Xue_CAD_LNP
