smiles,quantified_delivery,unnormalized_delivery,quantified_toxicity,unnormalized_toxicity,Formulation,Cationic_Lipid_Mol_Ratio,Phospholipid_Mol_Ratio,Cholesterol_Mol_Ratio,PEG_Lipid_Mol_Ratio,Helper_lipid_ID,Cationic_Lipid_to_mRNA_weight_ratio,Dosage,Comment,Lipid_name,Num_tails,Num_carbon_in_tail,MolWt,Experiment_ID,Purity,Mix_type,Cargo_type,Experimenter_ID,Model_type,Exposure_time,Delivery_target,Route_of_administration,Experiment_weight,Library_ID,Goal,Batch_or_individual_or_barcoded,Value_name,screen_id,Sample_weight,identifier,Mol,Num tails,Helper_lipid_ID_DOPE,Helper_lipid_ID_DSPC,Cargo_type_mRNA,Cargo_type_siRNA,Model_type_HeLa,Model_type_HepG2,Model_type_IGROV1,split_name_for_normalization
CC(C)CCCCCC(O)CN(C)C1CC(N(CC(O)CCCCCC(C)C)CC(O)CCCCCC(C)C)C(O)C(OC2OC(CO)C(O)C3OC4(OC23)OC(C(CO)N(CC(O)CCCCCC(C)C)CC(O)CCCCCC(C)C)C(O)C(O)C4O)C1O,,,1.0,119.66759,xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,5.0,9.0,1308.8690000000006,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,1.0,HG-EP10-1,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Yu_Aminoglycoside_Siegwart_Amino_FLL_IGROV1_in_vitro
CCCCCCCCCCC(O)CN(C)C1CC(N(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)C(O)C(OC2OC(CO)C(O)C3OC4(OC23)OC(C(CO)N(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)C(O)C(O)C4O)C1O,,,1.0,111.3573407,xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,5.0,12.0,1449.139000000001,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,1.0,HG-EP12,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Yu_Aminoglycoside_Siegwart_Amino_FLL_IGROV1_in_vitro
CCCCCCCCCCCCC(O)CN(C)C1CC(N(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)C(O)C(OC2OC(CO)C(O)C3OC4(OC23)OC(C(CO)N(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)C(O)C(O)C4O)C1O,,,1.0,103.7396122,xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,5.0,14.0,1589.4090000000012,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,1.0,HG-EP14,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Yu_Aminoglycoside_Siegwart_Amino_FLL_IGROV1_in_vitro
CCCCC(O)CN(CC(O)CCCC)CC1CCC(N(CC(O)CCCC)CC(O)CCCC)C(OC2C(O)C(OC3CCC(C)(O)C(N(C)CC(O)CCCC)C3O)C(N(CC(O)CCCC)CC(O)CCCC)CC2N(CC(O)CCCC)CC(O)CCCC)O1,,,1.0,112.465374,xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,9.0,6.0,1349.026,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,1.0,GT-EP6,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Yu_Aminoglycoside_Siegwart_Amino_FLL_IGROV1_in_vitro
CCCCCCC(O)CN(CC(O)CCCCCC)CC1CCC(N(CC(O)CCCCCC)CC(O)CCCCCC)C(OC2C(O)C(OC3CCC(C)(O)C(N(C)CC(O)CCCCCC)C3O)C(N(CC(O)CCCCCC)CC(O)CCCCCC)CC2N(CC(O)CCCCCC)CC(O)CCCCCC)O1,,,1.0,113.5734072,xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,9.0,8.0,1601.5120000000006,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,1.0,GT-EP8,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Yu_Aminoglycoside_Siegwart_Amino_FLL_IGROV1_in_vitro
CCCCCCCCC(O)CN(CC(O)CCCCCCCC)CC1CCC(N(CC(O)CCCCCCCC)CC(O)CCCCCCCC)C(OC2C(O)C(OC3CCC(C)(O)C(N(C)CC(O)CCCCCCCC)C3O)C(N(CC(O)CCCCCCCC)CC(O)CCCCCCCC)CC2N(CC(O)CCCCCCCC)CC(O)CCCCCCCC)O1,,,1.0,107.6177285,xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,9.0,10.0,1853.998000000001,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,1.0,GT-EP10,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Yu_Aminoglycoside_Siegwart_Amino_FLL_IGROV1_in_vitro
CC(C)CCCCCC(O)CN(CC(O)CCCCCC(C)C)CC1CCC(N(CC(O)CCCCCC(C)C)CC(O)CCCCCC(C)C)C(OC2C(O)C(OC3CCC(C)(O)C(N(C)CC(O)CCCCCC(C)C)C3O)C(N(CC(O)CCCCCC(C)C)CC(O)CCCCCC(C)C)CC2N(CC(O)CCCCCC(C)C)CC(O)CCCCCC(C)C)O1,,,1.0,106.7867036,xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,9.0,9.0,1853.998,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,1.0,GT-EP10-1,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Yu_Aminoglycoside_Siegwart_Amino_FLL_IGROV1_in_vitro
CCCCCCCCCCC(O)CN(CC(O)CCCCCCCCCC)CC1CCC(N(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)C(OC2C(O)C(OC3CCC(C)(O)C(N(C)CC(O)CCCCCCCCCC)C3O)C(N(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)CC2N(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)O1,,,0.7742382271,77.42382271,xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,9.0,12.0,2106.4840000000013,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,1.0,GT-EP12,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Yu_Aminoglycoside_Siegwart_Amino_FLL_IGROV1_in_vitro
CCCCCCCCCCCCC(O)CN(CC(O)CCCCCCCCCCCC)CC1CCC(N(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)C(OC2C(O)C(OC3CCC(C)(O)C(N(C)CC(O)CCCCCCCCCCCC)C3O)C(N(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)CC2N(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)O1,,,0.9224376730999999,92.24376731,xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,9.0,14.0,2358.9700000000007,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,1.0,GT-EP14,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Yu_Aminoglycoside_Siegwart_Amino_FLL_IGROV1_in_vitro
CCCCC(O)CN(CCC(O)C(=O)N(CC(O)CCCC)C1CC(N(CC(O)CCCC)CC(O)CCCC)C(OC2OC(CN(CC(O)CCCC)CC(O)CCCC)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N(CC(O)CCCC)CC(O)CCCC)C1O)CC(O)CCCC,,,1.0,113.7119114,xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,9.0,6.0,1487.0570000000007,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,1.0,AM-EP6,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Yu_Aminoglycoside_Siegwart_Amino_FLL_IGROV1_in_vitro
CCCCCCC(O)CN(CCC(O)C(=O)N(CC(O)CCCCCC)C1CC(N(CC(O)CCCCCC)CC(O)CCCCCC)C(OC2OC(CN(CC(O)CCCCCC)CC(O)CCCCCC)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N(CC(O)CCCCCC)CC(O)CCCCCC)C1O)CC(O)CCCCCC,,,1.0,113.7119114,xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,9.0,8.0,1739.5430000000003,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,1.0,AM-EP8,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Yu_Aminoglycoside_Siegwart_Amino_FLL_IGROV1_in_vitro
CCCCCCCCC(O)CN(CCC(O)C(=O)N(CC(O)CCCCCCCC)C1CC(N(CC(O)CCCCCCCC)CC(O)CCCCCCCC)C(OC2OC(CN(CC(O)CCCCCCCC)CC(O)CCCCCCCC)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N(CC(O)CCCCCCCC)CC(O)CCCCCCCC)C1O)CC(O)CCCCCCCC,,,1.0,111.9113573,xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,9.0,10.0,1992.029000000001,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,1.0,AM-EP10,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Yu_Aminoglycoside_Siegwart_Amino_FLL_IGROV1_in_vitro
CC(C)CCCCCC(O)CN(CCC(O)C(=O)N(CC(O)CCCCCC(C)C)C1CC(N(CC(O)CCCCCC(C)C)CC(O)CCCCCC(C)C)C(OC2OC(CN(CC(O)CCCCCC(C)C)CC(O)CCCCCC(C)C)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N(CC(O)CCCCCC(C)C)CC(O)CCCCCC(C)C)C1O)CC(O)CCCCCC(C)C,,,1.0,114.5429363,xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,9.0,9.0,1992.029,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,1.0,AM-EP10-1,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Yu_Aminoglycoside_Siegwart_Amino_FLL_IGROV1_in_vitro
CCCCCCCCCCC(O)CN(CCC(O)C(=O)N(CC(O)CCCCCCCCCC)C1CC(N(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)C(OC2OC(CN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)C1O)CC(O)CCCCCCCCCC,,,0.6952908586999998,69.52908586999999,xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,9.0,12.0,2244.5150000000003,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,1.0,AM-EP12,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Yu_Aminoglycoside_Siegwart_Amino_FLL_IGROV1_in_vitro
CCCCCCCCCCCCC(O)CN(CCC(O)C(=O)N(CC(O)CCCCCCCCCCCC)C1CC(N(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)C(OC2OC(CN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)C1O)CC(O)CCCCCCCCCCCC,,,0.8130193906,81.30193906,xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,9.0,14.0,2497.0009999999997,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,1.0,AM-EP14,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Yu_Aminoglycoside_Siegwart_Amino_FLL_IGROV1_in_vitro
CCCCC(O)CN(C)C1C(O)C(OC2C(O)C(OC3OC(C(C)O)C(O)C(O)C3N(CC(O)CCCC)CC(O)CCCC)C(N(CC(O)CCCC)CC(O)CCCC)CC2N(CC(O)CCCC)CC(O)CCCC)OCC1(C)O,,,1.0,103.4626039,xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,7.0,6.0,1197.684999999999,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,1.0,GN-EP6,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Yu_Aminoglycoside_Siegwart_Amino_FLL_IGROV1_in_vitro
CCCCCCC(O)CN(C)C1C(O)C(OC2C(O)C(OC3OC(C(C)O)C(O)C(O)C3N(CC(O)CCCCCC)CC(O)CCCCCC)C(N(CC(O)CCCCCC)CC(O)CCCCCC)CC2N(CC(O)CCCCCC)CC(O)CCCCCC)OCC1(C)O,,,1.0,106.5096953,xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,7.0,8.0,1394.0629999999992,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,1.0,GN-EP8,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Yu_Aminoglycoside_Siegwart_Amino_FLL_IGROV1_in_vitro
CCCCCCCCC(O)CN(C)C1C(O)C(OC2C(O)C(OC3OC(C(C)O)C(O)C(O)C3N(CC(O)CCCCCCCC)CC(O)CCCCCCCC)C(N(CC(O)CCCCCCCC)CC(O)CCCCCCCC)CC2N(CC(O)CCCCCCCC)CC(O)CCCCCCCC)OCC1(C)O,,,1.0,104.9861496,xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,7.0,10.0,1590.4409999999991,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,1.0,GN-EP10,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Yu_Aminoglycoside_Siegwart_Amino_FLL_IGROV1_in_vitro
CC(C)CCCCCC(O)CN(C)C1C(O)C(OC2C(O)C(OC3OC(C(C)O)C(O)C(O)C3N(CC(O)CCCCCC(C)C)CC(O)CCCCCC(C)C)C(N(CC(O)CCCCCC(C)C)CC(O)CCCCCC(C)C)CC2N(CC(O)CCCCCC(C)C)CC(O)CCCCCC(C)C)OCC1(C)O,,,0.9930747922000001,99.30747922,xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,7.0,9.0,1590.4409999999991,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,1.0,GN-EP10-1,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Yu_Aminoglycoside_Siegwart_Amino_FLL_IGROV1_in_vitro
CCCCCCCCCCC(O)CN(C)C1C(O)C(OC2C(O)C(OC3OC(C(C)O)C(O)C(O)C3N(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)C(N(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)CC2N(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)OCC1(C)O,,,0.9986149584,99.86149584,xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,7.0,12.0,1786.819,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,1.0,GN-EP12,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Yu_Aminoglycoside_Siegwart_Amino_FLL_IGROV1_in_vitro
CCCCCCCCCCCCC(O)CN(C)C1C(O)C(OC2C(O)C(OC3OC(C(C)O)C(O)C(O)C3N(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)C(N(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)CC2N(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)OCC1(C)O,,,0.8448753462999999,84.48753463,xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,7.0,14.0,1983.1970000000003,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,1.0,GN-EP14,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Yu_Aminoglycoside_Siegwart_Amino_FLL_IGROV1_in_vitro
CCCCCCOC(=O)CCCN(C)C1CC(N(CCCC(=O)OCCCCCC)CCCC(=O)OCCCCCC)C(O)C(OC2OC(CO)C(O)C3OC4(OC23)OC(C(CO)N(CCCC(=O)OCCCCCC)CCCC(=O)OCCCCCC)C(O)C(O)C4O)C1O,,,1.0,113.0193906,xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,5.0,6.0,1378.7840000000008,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,1.0,HG-Ac6,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Yu_Aminoglycoside_Siegwart_Amino_FLL_IGROV1_in_vitro
CCCCCCCCOC(=O)CCCN(C)C1CC(N(CCCC(=O)OCCCCCCCC)CCCC(=O)OCCCCCCCC)C(O)C(OC2OC(CO)C(O)C3OC4(OC23)OC(C(CO)N(CCCC(=O)OCCCCCCCC)CCCC(=O)OCCCCCCCC)C(O)C(O)C4O)C1O,,,1.0,114.265928,xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,5.0,8.0,1519.054000000001,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,1.0,HG-Ac8,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Yu_Aminoglycoside_Siegwart_Amino_FLL_IGROV1_in_vitro
CC(C)CCCCCOC(=O)CCCN(C)C1CC(N(CCCC(=O)OCCCCCC(C)C)CCCC(=O)OCCCCCC(C)C)C(O)C(OC2OC(CO)C(O)C3OC4(OC23)OC(C(CO)N(CCCC(=O)OCCCCCC(C)C)CCCC(=O)OCCCCCC(C)C)C(O)C(O)C4O)C1O,,,1.0,109.0027701,xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,5.0,7.0,1519.0540000000003,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,1.0,HG-Ac8-1,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Yu_Aminoglycoside_Siegwart_Amino_FLL_IGROV1_in_vitro
CCCCCCCCCCOC(=O)CCCN(C)C1CC(N(CCCC(=O)OCCCCCCCCCC)CCCC(=O)OCCCCCCCCCC)C(O)C(OC2OC(CO)C(O)C3OC4(OC23)OC(C(CO)N(CCCC(=O)OCCCCCCCCCC)CCCC(=O)OCCCCCCCCCC)C(O)C(O)C4O)C1O,,,1.0,116.966759,xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,5.0,10.0,1659.3240000000012,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,1.0,HG-Ac10,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Yu_Aminoglycoside_Siegwart_Amino_FLL_IGROV1_in_vitro
CCCCCCCCCCCCOC(=O)CCCN(C)C1CC(N(CCCC(=O)OCCCCCCCCCCCC)CCCC(=O)OCCCCCCCCCCCC)C(O)C(OC2OC(CO)C(O)C3OC4(OC23)OC(C(CO)N(CCCC(=O)OCCCCCCCCCCCC)CCCC(=O)OCCCCCCCCCCCC)C(O)C(O)C4O)C1O,,,1.0,113.8504155,xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,5.0,12.0,1799.5940000000007,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,1.0,HG-Ac12,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Yu_Aminoglycoside_Siegwart_Amino_FLL_IGROV1_in_vitro
CCCCCCOC(=O)CCCN(CCCC(=O)OCCCCCC)CC1CCC(N(CCCC(=O)OCCCCCC)CCCC(=O)OCCCCCC)C(OC2C(O)C(OC3CCC(C)(O)C(N(C)CCCC(=O)OCCCCCC)C3O)C(N(CCCC(=O)OCCCCCC)CCCC(=O)OCCCCCC)CC2N(CCCC(=O)OCCCCCC)CCCC(=O)OCCCCCC)O1,,,1.0,109.9722992,xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,9.0,6.0,1979.8450000000007,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,1.0,GT-Ac6,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Yu_Aminoglycoside_Siegwart_Amino_FLL_IGROV1_in_vitro
CCCCCCCCOC(=O)CCCN(CCCC(=O)OCCCCCCCC)CC1CCC(N(CCCC(=O)OCCCCCCCC)CCCC(=O)OCCCCCCCC)C(OC2C(O)C(OC3CCC(C)(O)C(N(C)CCCC(=O)OCCCCCCCC)C3O)C(N(CCCC(=O)OCCCCCCCC)CCCC(=O)OCCCCCCCC)CC2N(CCCC(=O)OCCCCCCCC)CCCC(=O)OCCCCCCCC)O1,,,1.0,118.0055402,xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,9.0,8.0,2232.3310000000006,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,1.0,GT-Ac8,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Yu_Aminoglycoside_Siegwart_Amino_FLL_IGROV1_in_vitro
CC(C)CCCCCOC(=O)CCCN(CCCC(=O)OCCCCCC(C)C)CC1CCC(N(CCCC(=O)OCCCCCC(C)C)CCCC(=O)OCCCCCC(C)C)C(OC2C(O)C(OC3CCC(C)(O)C(N(C)CCCC(=O)OCCCCCC(C)C)C3O)C(N(CCCC(=O)OCCCCCC(C)C)CCCC(=O)OCCCCCC(C)C)CC2N(CCCC(=O)OCCCCCC(C)C)CCCC(=O)OCCCCCC(C)C)O1,,,1.0,111.9113573,xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,9.0,7.0,2232.330999999999,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,1.0,GT-Ac8-1,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Yu_Aminoglycoside_Siegwart_Amino_FLL_IGROV1_in_vitro
CCCCCCCCCCOC(=O)CCCN(CCCC(=O)OCCCCCCCCCC)CC1CCC(N(CCCC(=O)OCCCCCCCCCC)CCCC(=O)OCCCCCCCCCC)C(OC2C(O)C(OC3CCC(C)(O)C(N(C)CCCC(=O)OCCCCCCCCCC)C3O)C(N(CCCC(=O)OCCCCCCCCCC)CCCC(=O)OCCCCCCCCCC)CC2N(CCCC(=O)OCCCCCCCCCC)CCCC(=O)OCCCCCCCCCC)O1,,,1.0,111.4958449,xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,9.0,10.0,2484.817,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,1.0,GT-Ac10,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Yu_Aminoglycoside_Siegwart_Amino_FLL_IGROV1_in_vitro
CCCCCCCCCCCCOC(=O)CCCN(CCCC(=O)OCCCCCCCCCCCC)CC1CCC(N(CCCC(=O)OCCCCCCCCCCCC)CCCC(=O)OCCCCCCCCCCCC)C(OC2C(O)C(OC3CCC(C)(O)C(N(C)CCCC(=O)OCCCCCCCCCCCC)C3O)C(N(CCCC(=O)OCCCCCCCCCCCC)CCCC(=O)OCCCCCCCCCCCC)CC2N(CCCC(=O)OCCCCCCCCCCCC)CCCC(=O)OCCCCCCCCCCCC)O1,,,1.0,109.9030471,xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,9.0,12.0,2737.3030000000003,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,1.0,GT-Ac12,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Yu_Aminoglycoside_Siegwart_Amino_FLL_IGROV1_in_vitro
CCCCCCOC(=O)CCCN(CCCC(=O)OCCCCCC)CCC(O)C(=O)N(CCCC(=O)OCCCCCC)C1CC(N(CCCC(=O)OCCCCCC)CCCC(=O)OCCCCCC)C(OC2OC(CN(CCCC(=O)OCCCCCC)CCCC(=O)OCCCCCC)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N(CCCC(=O)OCCCCCC)CCCC(=O)OCCCCCC)C1O,,,0.9563711911,95.63711911,xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,9.0,6.0,2117.8759999999997,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,1.0,AM-Ac6,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Yu_Aminoglycoside_Siegwart_Amino_FLL_IGROV1_in_vitro
